file_id,file_path,adjusted_energy,geometric_center_distance,X,Y,Z
r200_t7.2_t7.2_300.cif,d:\New folder\project\data\r200\t7.2\t7.2_300.cif,-0.219789999999989,6.185146856681098,-0.9790454832132196,-0.7200692395072212,6.06457021319956
r200_t7.2_t7.2_320.cif,d:\New folder\project\data\r200\t7.2\t7.2_320.cif,-0.2635099999999966,6.286387647491673,-1.18105326895164,-0.5627648153717366,6.148746099247728
r200_t7.2_t7.2_340.cif,d:\New folder\project\data\r200\t7.2\t7.2_340.cif,-0.3373699999999644,6.575915618725044,-1.0666809933311867,-0.6823111916072342,6.4528528048348885
r200_t8.4_t8.4_140.cif,d:\New folder\project\data\r200\t8.4\t8.4_140.cif,-0.1228499999999712,6.920053146284653,-0.7644820677648917,-1.4349961527000834,6.726328029259798
r200_t8.4_t8.4_240.cif,d:\New folder\project\data\r200\t8.4\t8.4_240.cif,-0.0208699999999453,6.926272580506941,-0.6344744276701388,-0.6346445423574771,6.867890532395722
r200_t8.4_t8.4_300.cif,d:\New folder\project\data\r200\t8.4\t8.4_300.cif,-0.1123499999999921,6.169619371132237,-1.0861081822662084,-0.6358140401637015,6.03989343510258
r200_t8.4_t8.4_320.cif,d:\New folder\project\data\r200\t8.4\t8.4_320.cif,-0.2528999999999541,6.185732541659362,-1.6046045703862628,-0.2973064859249152,5.96658529672258
r200_t8.4_t8.4_340.cif,d:\New folder\project\data\r200\t8.4\t8.4_340.cif,-0.2569799999999986,6.608631423511746,-0.922798475886072,-0.6813242996950306,6.508321555007427
r200_t9.6_t9.6_300.cif,d:\New folder\project\data\r200\t9.6\t9.6_300.cif,-0.2348399999999628,6.073299241644646,1.3244494531836328,-0.7103016078473164,5.884408972055947
r200_t9.6_t9.6_320.cif,d:\New folder\project\data\r200\t9.6\t9.6_320.cif,-0.1824899999999161,6.525171268965804,1.9307003091755013,-0.5780353736605315,6.206136601162075
r200_t9.6_t9.6_340.cif,d:\New folder\project\data\r200\t9.6\t9.6_340.cif,-0.178229999999985,6.807558683560329,1.734524590556531,-0.6819053237881845,6.547463997935511
r220_t0_t0_100.cif,d:\New folder\project\data\r220\t0\t0_100.cif,-0.1350299999999151,5.986627260427688,0.4400239309932899,-1.1650124986767647,5.855666552440982
r220_t0_t0_120.cif,d:\New folder\project\data\r220\t0\t0_120.cif,-0.2353299999999762,5.846189200929583,0.3827721275592531,-0.6227356967008473,5.800311536761104
r220_t0_t0_240.cif,d:\New folder\project\data\r220\t0\t0_240.cif,-0.0153500000000121,6.588916867514821,-0.2607130099290993,-0.840661282933444,6.529865451971559
r220_t0_t0_320.cif,d:\New folder\project\data\r220\t0\t0_320.cif,-0.2048099999999522,6.0880722962527525,1.2901766544649529,-0.6634856958031294,5.912685956157195
r220_t0_t0_340.cif,d:\New folder\project\data\r220\t0\t0_340.cif,-0.0697799999999233,6.297064051034748,1.3484096344979573,-0.406249389533693,6.137570248390705
r220_t1.2_t1.2_120.cif,d:\New folder\project\data\r220\t1.2\t1.2_120.cif,-0.1588600000000042,5.735384070417076,0.1866707086287313,-0.6389755223874927,5.6966213463353546
r220_t1.2_t1.2_300.cif,d:\New folder\project\data\r220\t1.2\t1.2_300.cif,-0.3828999999999496,5.862372703902024,0.2411257750630514,-1.0669656136168086,5.75941459346478
r220_t1.2_t1.2_320.cif,d:\New folder\project\data\r220\t1.2\t1.2_320.cif,-0.3564399999999068,5.974271803567577,0.2020408939100078,-0.6697942568774639,5.93316767954055
r220_t1.2_t1.2_340.cif,d:\New folder\project\data\r220\t1.2\t1.2_340.cif,-0.1414099999999507,6.3980273307811855,0.4266386756486502,-0.8185690172294947,6.331088210560308
r220_t2.4_t2.4_300.cif,d:\New folder\project\data\r220\t2.4\t2.4_300.cif,-0.34245999999996,5.90890110992776,-0.2549238656285884,-1.1785112303865102,5.78456890610626
